0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	1	1	2	1	1	3	2	4	2	2	1	1	2	46	7	3	6	7	6	52	30	73	2	5	43	67	65	63	68	5	72	2	2	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145.955	212.06	211.547	77.6137	200.557	177.52	134.487	111.585	57.7262	102.245	51.325	103.635	104.645	55.0375	6.98283	31.5957	44.325	49.2183	38.1457	37.6712	4.36649	4.49425	3.31229	75.7475	41.531	5.11692	3.84433	3.91	4.3371	3.82691	36.5055	3.44663	152.109	177.825	118.652	106.214	212.277	772.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
419.54	212.06	211.547	153.657	200.557	177.52	402.395	214.862	229.557	204.087	78.515	103.635	104.645	105.15	13.9775	170.237	130.772	278.392	253.382	215.925	7.94	7.805	4.84	146.102	203.94	8.38	5.405	5.755	6.0025	5.76	171.327	5.6725	301.887	354.785	354.222	312.93	422.37	772.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.43	212.06	211.547	1.57	200.557	177.52	0.4725	8.3075	0.3225	0.4025	24.135	103.635	104.645	4.925	1.125	0.5225	0.35	1.07	0.3	1.1525	0.275	1.195	1.225	5.3925	0.425	1.49	1.2125	1.47	1.195	1.29	0.55	1.1725	2.33	0.865	0.7975	2.41	2.185	772.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
237.092	-nan(ind)	-nan(ind)	107.542	-nan(ind)	-nan(ind)	232.015	146.056	114.554	144.027	38.4525	-nan(ind)	-nan(ind)	70.8698	4.39537	61.8756	74.8695	112.289	94.9294	87.3323	2.14898	2.02306	1.11727	99.497	90.7929	2.31474	1.32094	1.51397	1.48742	1.62524	75.3983	1.41948	211.819	250.259	204.01	179.022	297.116	-nan(ind)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175.967	435.15	410.95	177.275	392	269.2	324.667	206.625	122.138	199.875	120.35	171.3	146.8	114.45	17.013	75.7357	76.8333	108.175	80.6571	86.95	13.8635	12.87	10.513	168.95	91.03	14.6081	11.447	11.6754	11.2595	11.1934	82.86	11.0757	146.6	164.75	93.9667	119.2	209.75	597.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
459.1	435.15	410.95	343.35	392	269.2	952.7	391.85	461.6	391.7	193	171.3	146.8	207.1	36.1	328.05	203.1	541.4	463.5	440.4	34.75	21.7	19.35	321.85	415	37.8	24.3	29	22.35	26.4	333.05	26.35	246.6	312.2	247.25	316.95	375.8	597.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.5	435.15	410.95	11.2	392	269.2	9.45	21.4	6.45	8.05	47.7	171.3	146.8	21.8	6.9	10.45	6.9	10	6	10.4	5.5	4.6	6.4	16.05	8.5	7.3	5.45	6.2	5.6	5.8	11	5.3	46.6	17.3	15.95	17.75	43.7	597.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
246.565	-nan(ind)	-nan(ind)	234.866	-nan(ind)	-nan(ind)	543.894	261.948	226.316	271.282	102.743	-nan(ind)	-nan(ind)	131.027	7.93086	113.439	109.561	212.505	169.127	173.25	5.86867	4.76522	3.19491	216.233	181.11	6.57192	3.88786	4.13925	3.21595	3.76225	140.005	4.14137	141.421	208.526	132.754	171.276	234.83	-nan(ind)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00428785	0.0011199	0.00125265	0.00690967	0.00130517	0.00244961	0.00331792	0.00976978	0.0046492	0.00377068	0.00635764	0.00353176	0.00485586	0.00640739	0.025654	0.00509068	0.00497659	0.00762353	0.00739007	0.00705089	0.0272159	0.0303912	0.0354908	0.0111719	0.00662667	0.0298029	0.0353603	0.0343307	0.038692	0.034382	0.00475138	0.0330895	0.00301864	0.00326508	0.00386764	0.00568729	0.00206746	0.00216296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00595156	0.0011199	0.00125265	0.0125159	0.00130517	0.00244961	0.00529101	0.0181402	0.00775194	0.00621118	0.0106074	0.00353176	0.00485586	0.0103632	0.058937	0.0102817	0.0073514	0.017825	0.0146838	0.0128513	0.0616606	0.059017	0.0654408	0.0209334	0.0157947	0.0617511	0.0653086	0.0652469	0.0651313	0.0651879	0.0094531	0.0639995	0.00496431	0.00363998	0.00579433	0.00764928	0.00299075	0.00216296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00199048	0.0011199	0.00125265	0.00130341	0.00130517	0.00244961	0.000443343	0.00139933	0.00107736	0.00133018	0.00210784	0.00353176	0.00485586	0.0024516	0.00692713	0.00158189	0.00317027	0.000949776	0.00117944	0.00111329	0.00563325	0.00829561	0.00540779	0.00141043	0.00118415	0.00307734	0.00779861	0.00581451	0.00793945	0.00700542	0.00154457	0.00577901	0.00107296	0.00289017	0.0026738	0.00311505	0.00114416	0.00216296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00205515	-nan(ind)	-nan(ind)	0.00792846	-nan(ind)	-nan(ind)	0.00254646	0.0118376	0.0027417	0.00345139	0.00601012	-nan(ind)	-nan(ind)	0.00559434	0.0130484	0.00297532	0.00214775	0.00586975	0.00428545	0.00411129	0.0153214	0.0133052	0.0178151	0.0138048	0.00545176	0.0165927	0.0181169	0.0182068	0.0179697	0.0164889	0.00296141	0.0157877	0.0027516	0.000530196	0.00168441	0.0023279	0.00130573	-nan(ind)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.486913	0.442121	0.444658	0.571768	0.430295	0.455411	0.200437	0.580108	0.189476	0.273425	0.623105	0.565121	0.576796	0.515866	0.791728	0.438891	0.258088	0.525099	0.457981	0.509933	0.809966	0.86715	0.905426	0.49977	0.313988	0.83923	0.898734	0.874292	0.909309	0.877343	0.327576	0.847646	0.303886	0.520174	0.307557	0.62709	0.388635	0.709203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.823988	0.442121	0.444658	0.754995	0.430295	0.455411	0.354976	0.810863	0.420701	0.387759	0.809478	0.565121	0.576796	0.590848	1.021	0.732062	0.33079	0.731047	0.643883	0.68642	1.05175	1.05455	1.05626	0.663822	0.641026	1.0317	1.06481	1.07143	1.08482	1.09787	0.505083	1.07302	0.528818	0.926382	0.815457	0.885766	0.735926	0.709203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.170315	0.442121	0.444658	0.38854	0.430295	0.455411	0.0809426	0.349353	0.0881247	0.159091	0.436731	0.565121	0.576796	0.440885	0.483282	0.0867593	0.153846	0.34349	0.159151	0.38875	0.136561	0.509421	0.472688	0.335718	0.158464	0.488095	0.435556	0.312766	0.500868	0.541586	0.0951823	0.473552	0.0789538	0.113966	0.0474491	0.497235	0.0413434	0.709203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.327317	-nan(ind)	-nan(ind)	0.259123	-nan(ind)	-nan(ind)	0.140338	0.326337	0.155161	0.161693	0.263572	-nan(ind)	-nan(ind)	0.10604	0.142242	0.249962	0.0925922	0.171636	0.176252	0.115483	0.195205	0.150297	0.138176	0.232005	0.212622	0.139959	0.15501	0.18469	0.128393	0.154165	0.179902	0.150037	0.318102	0.574465	0.439898	0.22402	0.491144	-nan(ind)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.64586	2.32573	2.37173	5.96496	1.78556	1.4542	4.55669	6.22202	9.53968	5.00818	9.68876	3.92041	3.86617	17.0199	5.60774	2.94796	7.40963	19.9444	3.20743	3.49141	2.69311	3.19498	2.44782	3.34166	7.92861	4.02834	2.47888	2.75437	2.29336	3.42988	4.49603	3.14731	4.90518	2.35335	6.53169	5.59376	12.4549	1.12419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.03423	2.32573	2.37173	9.28606	1.78556	1.4542	9.91529	10.6231	17.2107	6.9453	13.6123	3.92041	3.86617	29.9032	44.183	6.47733	10.5244	54.3269	9.61481	8.64988	13.9205	13.7486	11.6241	4.32829	20.7197	23.8221	14.0131	13.7664	10.743	19.3975	10.8441	12.5216	7.0368	2.75128	14.6437	7.04536	13.9905	1.12419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.39503	2.32573	2.37173	2.64387	1.78556	1.4542	1.28803	1.82093	3.30677	3.07105	5.76526	3.92041	3.86617	4.1366	1.00221	1.49824	1.89794	1.40821	1.55564	1.44154	1.00714	1.01671	1	2.35502	1.9681	1.00773	1	1	1	1	1.83724	1.00408	2.77357	1.95543	1.61171	4.03079	10.9193	1.12419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.34108	-nan(ind)	-nan(ind)	4.69674	-nan(ind)	-nan(ind)	4.67796	6.22409	5.88715	2.73951	5.54866	-nan(ind)	-nan(ind)	18.2198	7.7307	1.91727	4.78673	24.3058	2.87021	2.73817	2.18523	2.75802	1.94094	1.39531	7.74004	5.36256	2.3295	2.77093	1.98986	4.10457	3.72343	2.66807	3.01456	0.562751	7.07813	1.51037	2.17166	-nan(ind)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
