0.723523	0.835062	0.903846	0.875782	0.92998	0.971154	1.10069	0.943089	1.1358	0.836765	0.809478	0.640878	0.944841	0.857143	1.3125	0.852513	0.850779	0.857113	0.857281	0.941667	2.04082	1.18182	1.27907	0.82963	0.794839	1.13462	1.56522	1.33333	1.08482	1.09787	0.732919	1.07302	0.990928	0.995984	1.01506	1.0043	1.05515	1.04545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.442067	0.444531	0.3297	0.529321	0.412182	0.487138	0.456747	0.471625	0.432134	0.459246	0.48687	0.467648	0.620665	0.471621	0.401224	0.396389	0.289628	0.460391	0.393967	0.439184	0.328267	0.407407	0.242834	0.474423	0.478213	0.47948	0.435556	0.312766	0.186992	0.319149	0.386159	0.393939	0.35007	0.779102	0.826533	0.497235	0.77137	0.452032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.0889417	0.0911849	0.163903	0.121711	0.160053	0.156402	0.167411	0.12714	0.179192	0.1191	0.0908764	0.0726326	0.125009	0.133824	0.162123	0.118244	0.204078	0.101881	0.111646	0.12134	0.239113	0.180833	0.185519	0.114481	0.088029	0.162891	0.17828	0.207349	0.190426	0.180432	0.0974423	0.152479	0.180816	0.0576305	0.0642837	0.149879	0.0815552	0.148719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6.27194	4.52481	4.37014	6.82686	4.81795	5.16479	12.7702	16.5756	7.24163	6.15119	4.72591	4.58779	3.63971	8.96419	7.38107	3.87579	5.16006	12.9333	8.18316	8.90769	19.9377	7.69875	4.65049	9.63015	3.12392	6.95971	8.85037	5.13209	4.58559	4.98944	10.8304	5.81143	3.29221	3.61828	4.83794	13.2938	3.70228	4.65399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30.6162	17.2277	12.9879	21.1708	11.9372	12.6613	76.5166	132.177	51.1986	20.2358	13.6123	9.63374	6.11498	61.9046	101.945	9.22803	9.80659	54.3269	35.1688	43.0441	833	59.8449	80.625	61.1437	6.09417	81.9954	141.164	73.3099	50.1527	50.051	48.7449	85.3215	13.705	8.25097	14.6936	218.527	13.9005	18.9436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.6286	1.49998	1.42112	2.40786	1.43131	2.45142	1.47159	1.82093	1.28797	1.35168	1.68807	2.13708	1.40431	1.62275	1.00221	1.49824	1.94084	1.36698	1.14116	1.28782	1.00714	1.01671	1	1.43162	1.41787	1.00773	1	1	1	1	1.21445	1.00408	1.31076	1.06339	1.0074	1.12298	1.15858	1.00129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.24548	3.52644	2.95858	5.88246	3.33608	3.06927	21.363	35.7057	11.0421	5.74074	3.99013	3.40763	1.84402	16.13	13.718	2.63906	2.73669	16.3965	10.7494	10.3094	99.5885	12.1775	11.0001	17.2474	1.58145	11.6721	18.3946	9.3774	7.83604	7.92295	15.4872	11.1836	3.56569	2.26321	5.8259	44.8739	3.3145	4.39715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
