0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	9	10	5	7	5	19	8	9	8	5	6	4	6	45	8	4	9	8	7	55	34	70	7	7	44	70	68	66	70	5	73	9	16	9	16	19	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62.5425	23.5617	21.1547	30.7285	28.6511	35.504	21.2339	27.8962	25.655	25.5587	20.524	17.2721	26.1612	18.3458	8.05689	28.2181	34.9312	30.9711	31.7497	30.8896	4.84768	4.6275	4.06396	20.8711	29.3311	5.77102	4.50818	4.3318	4.84496	4.39225	35.6795	4.11592	33.7883	22.2103	39.5506	19.5581	22.345	42.3156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
265.465	157.032	108.285	127.27	153.11	99.66	61.8775	72.7275	159.902	181.402	65.2675	48.5975	59.8525	69.2275	15.535	163.275	125.192	182.425	151.62	148.117	9.1775	8.4625	6.3425	29.715	67.7375	9.9975	7.16	7.15	7.42	8.46	156.122	7.275	78.75	42.2675	64.975	35.5	59.795	107.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.3775	3.0475	5.8	3.92	4.04	5.5125	6.3525	7.9125	2.9525	1.6425	3.9125	6.2725	8.055	3.74	1.3	1.4225	2.66	2.91	3.91	3.13	1.095	1.525	1.5875	12.3775	7.6625	2.0925	1.39	1.15	1.0575	1.31	2.565	1.1175	9.925	10.0275	19.9	9.8775	5.8175	12.085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99.6539	50.1756	30.8072	54.0006	54.9679	36.7629	15.3089	24.7625	50.7163	62.9978	26.436	15.7192	23.1559	26.0053	4.82146	55.1072	60.1988	57.5731	49.8123	52.6442	2.483	2.25599	1.2239	6.17426	20.8524	2.621	1.52474	1.66172	1.83873	1.89604	67.3846	1.59214	22.7967	10.391	15.1147	8.87767	14.4761	32.538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
84.2214	54.15	47.1	73.02	59.3143	59.22	56.2737	55.35	53.8222	50.9	49.09	34.1833	41.7	39.85	16.9122	59.6312	41.0875	64.4778	62.2437	65.9857	12.7555	11.7147	11.4064	51.6071	67.1429	14.5534	12.3771	11.3985	11.7061	11.4329	75.77	11.826	33.3278	25.2875	29.3667	21.5219	22.9737	37.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
294.35	316.1	190.35	264.65	258.35	141.45	188.65	128.5	302.4	308.85	143.75	60.55	84.6	113.3	30.4	278.5	117.65	303.65	218.9	258.6	26	25.55	23	93.1	130.9	41.55	25.15	25.75	24.95	29.6	293.7	30.15	83.45	45.8	54.15	41.55	40.55	96.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.15	11.4	17.85	13	11.3	16.2	17.15	21.4	10.55	6.45	16.55	15.85	16.9	10.9	5.75	7.7	12.8	10.95	10.85	11.75	4.5	5.4	5.85	22.65	21.35	7.5	6.1	5.6	4.7	5.5	15.45	4.95	13.75	16.05	17.95	13.85	10.25	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
104.707	98.5312	51.4117	107.58	88.2164	48.1657	37.6428	37.8055	93.6166	104.479	54.4722	14.85	30.2702	40.1346	7.32099	89.4678	51.0819	92.6528	69.6066	87.3989	4.87122	4.35023	3.59592	24.6342	38.9738	6.65872	3.86772	3.72592	3.73063	3.58488	121.911	4.221	22.6771	8.36362	11.475	8.11499	9.11231	27.3239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.0117572	0.0140335	0.0127588	0.011079	0.0122717	0.0125891	0.00896477	0.0105293	0.0153061	0.01858	0.0111846	0.0146248	0.0185899	0.0147231	0.0287468	0.0106947	0.0168217	0.0116421	0.0126479	0.0116558	0.0325303	0.0352659	0.0358442	0.0113487	0.00856626	0.0317186	0.0335205	0.0369221	0.037897	0.0349295	0.00960238	0.0332948	0.0399095	0.0362266	0.0517588	0.0450618	0.042601	0.04113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
